entity_type,entity_id,address_raw,addr_line,locality,region,postal_code,country_iso3,source_accession,address_type,parse_confidence,addr_id
parent,1724542,,,,,,,0001213900-24-088712,,,7968b7f43be36bb229a003f18d040b1b
parent,1724542,,,,,,,0001213900-24-088712,,,7968b7f43be36bb229a003f18d040b1b
parent,1724542,,,,,,,0001213900-24-088712,,,7968b7f43be36bb229a003f18d040b1b
parent,1724542,,,,,,,0001213900-24-088712,,,7968b7f43be36bb229a003f18d040b1b
parent,1724542,,,,,,,0001213900-24-088712,,,7968b7f43be36bb229a003f18d040b1b
parent,1724542,,,,,,,0001213900-24-088712,,,7968b7f43be36bb229a003f18d040b1b
parent,1724542,,,,,,,0001213900-24-088712,,,7968b7f43be36bb229a003f18d040b1b
parent,1724542,,,,,,,0001213900-24-088712,,,7968b7f43be36bb229a003f18d040b1b
parent,1724542,,,,,,,0001213900-24-088712,,,7968b7f43be36bb229a003f18d040b1b
parent,1724542,,,,,,,0001213900-24-088712,,,7968b7f43be36bb229a003f18d040b1b
parent,1724542,,,,,,,0001213900-24-088712,,,7968b7f43be36bb229a003f18d040b1b
parent,1724542,,,,,,,0001213900-24-088712,,,7968b7f43be36bb229a003f18d040b1b
parent,1724542,,,,,,,0001213900-24-088712,,,7968b7f43be36bb229a003f18d040b1b
parent,1724542,,,,,,,0001213900-24-088712,,,7968b7f43be36bb229a003f18d040b1b
parent,1724542,,,,,,,0001213900-24-088712,,,7968b7f43be36bb229a003f18d040b1b
parent,1724542,,,,,,,0001213900-24-088712,,,7968b7f43be36bb229a003f18d040b1b
parent,1724542,,,,,,,0001213900-24-088712,,,7968b7f43be36bb229a003f18d040b1b
parent,1724542,,,,,,,0001213900-24-088712,,,7968b7f43be36bb229a003f18d040b1b
parent,1724542,,,,,,,0001213900-24-088712,,,7968b7f43be36bb229a003f18d040b1b
parent,1724542,,,,,,,0001213900-24-088712,,,7968b7f43be36bb229a003f18d040b1b
parent,1724542,,,,,,,0001213900-24-088712,,,7968b7f43be36bb229a003f18d040b1b
parent,1724542,,,,,,,0001213900-24-088712,,,7968b7f43be36bb229a003f18d040b1b
parent,1724542,,,,,,,0001213900-24-088712,,,7968b7f43be36bb229a003f18d040b1b
parent,1724542,,,,,,,0001213900-24-088712,,,7968b7f43be36bb229a003f18d040b1b
parent,1724542,,,,,,,0001213900-24-088712,,,7968b7f43be36bb229a003f18d040b1b
parent,1724542,,,,,,,0001213900-24-088712,,,7968b7f43be36bb229a003f18d040b1b
parent,1724542,,,,,,,0001213900-24-088712,,,7968b7f43be36bb229a003f18d040b1b
parent,1724542,,,,,,,0001213900-24-088712,,,7968b7f43be36bb229a003f18d040b1b
parent,1724542,,,,,,,0001013762-23-004641,,,7968b7f43be36bb229a003f18d040b1b
parent,1724542,,,,,,,0001013762-23-004641,,,7968b7f43be36bb229a003f18d040b1b
parent,1724542,,,,,,,0001013762-23-004641,,,7968b7f43be36bb229a003f18d040b1b
parent,1724542,,,,,,,0001013762-23-004641,,,7968b7f43be36bb229a003f18d040b1b
parent,1724542,,,,,,,0001013762-23-004641,,,7968b7f43be36bb229a003f18d040b1b
parent,1724542,,,,,,,0001013762-23-004641,,,7968b7f43be36bb229a003f18d040b1b
parent,1724542,,,,,,,0001013762-23-004641,,,7968b7f43be36bb229a003f18d040b1b
parent,1724542,,,,,,,0001013762-23-004641,,,7968b7f43be36bb229a003f18d040b1b
parent,1724542,,,,,,,0001013762-23-004641,,,7968b7f43be36bb229a003f18d040b1b
parent,1724542,,,,,,,0001013762-23-004641,,,7968b7f43be36bb229a003f18d040b1b
parent,1724542,,,,,,,0001013762-23-004641,,,7968b7f43be36bb229a003f18d040b1b
parent,1724542,,,,,,,0001013762-23-004641,,,7968b7f43be36bb229a003f18d040b1b
parent,1724542,,,,,,,0001013762-23-004641,,,7968b7f43be36bb229a003f18d040b1b
parent,1724542,,,,,,,0001013762-23-004641,,,7968b7f43be36bb229a003f18d040b1b
parent,1724542,,,,,,,0001013762-23-004641,,,7968b7f43be36bb229a003f18d040b1b
parent,1724542,,,,,,,0001013762-23-004641,,,7968b7f43be36bb229a003f18d040b1b
parent,1724542,,,,,,,0001013762-23-004641,,,7968b7f43be36bb229a003f18d040b1b
parent,1724542,,,,,,,0001013762-23-004641,,,7968b7f43be36bb229a003f18d040b1b
parent,1724542,,,,,,,0001013762-23-004641,,,7968b7f43be36bb229a003f18d040b1b
parent,1724542,,,,,,,0001013762-23-004641,,,7968b7f43be36bb229a003f18d040b1b
parent,1724542,,,,,,,0001013762-23-004641,,,7968b7f43be36bb229a003f18d040b1b
parent,1724542,,,,,,,0001013762-23-004641,,,7968b7f43be36bb229a003f18d040b1b
parent,1724542,,,,,,,0001013762-23-004641,,,7968b7f43be36bb229a003f18d040b1b
parent,1724542,,,,,,,0001013762-23-004641,,,7968b7f43be36bb229a003f18d040b1b
parent,1724542,,,,,,,0001013762-23-004641,,,7968b7f43be36bb229a003f18d040b1b
parent,1724542,,,,,,,0001013762-23-004641,,,7968b7f43be36bb229a003f18d040b1b
parent,1724542,,,,,,,0001013762-23-004641,,,7968b7f43be36bb229a003f18d040b1b
parent,1724542,,,,,,,0001013762-23-004641,,,7968b7f43be36bb229a003f18d040b1b
parent,1724542,,,,,,,0001013762-23-004641,,,7968b7f43be36bb229a003f18d040b1b
parent,1724542,,,,,,,0001013762-23-004641,,,7968b7f43be36bb229a003f18d040b1b
parent,1724542,,,,,,,0001013762-23-004641,,,7968b7f43be36bb229a003f18d040b1b
parent,1724542,,,,,,,0001013762-23-004641,,,7968b7f43be36bb229a003f18d040b1b
parent,1724542,,,,,,,0001013762-23-004641,,,7968b7f43be36bb229a003f18d040b1b
parent,1724542,,,,,,,0001013762-23-004641,,,7968b7f43be36bb229a003f18d040b1b
parent,1724542,,,,,,,0001013762-23-004641,,,7968b7f43be36bb229a003f18d040b1b
parent,1724542,,,,,,,0001013762-23-004641,,,7968b7f43be36bb229a003f18d040b1b
parent,1724542,,,,,,,0001013762-23-004641,,,7968b7f43be36bb229a003f18d040b1b
parent,1724542,,,,,,,0001013762-23-004641,,,7968b7f43be36bb229a003f18d040b1b
parent,1724542,,,,,,,0001013762-23-004641,,,7968b7f43be36bb229a003f18d040b1b
parent,1724542,,,,,,,0001013762-23-004641,,,7968b7f43be36bb229a003f18d040b1b
parent,1724542,,,,,,,0001013762-23-004641,,,7968b7f43be36bb229a003f18d040b1b
parent,1724542,,,,,,,0001013762-23-004641,,,7968b7f43be36bb229a003f18d040b1b
parent,1724542,,,,,,,0001013762-23-004641,,,7968b7f43be36bb229a003f18d040b1b
parent,1724542,,,,,,,0001013762-23-004641,,,7968b7f43be36bb229a003f18d040b1b
parent,1724542,,,,,,,0001213900-22-065082,,,7968b7f43be36bb229a003f18d040b1b
parent,1724542,,,,,,,0001213900-22-065082,,,7968b7f43be36bb229a003f18d040b1b
parent,1724542,,,,,,,0001213900-22-065082,,,7968b7f43be36bb229a003f18d040b1b
parent,1724542,,,,,,,0001213900-22-065082,,,7968b7f43be36bb229a003f18d040b1b
parent,1724542,,,,,,,0001213900-22-065082,,,7968b7f43be36bb229a003f18d040b1b
parent,1724542,,,,,,,0001213900-22-065082,,,7968b7f43be36bb229a003f18d040b1b
parent,1724542,,,,,,,0001213900-22-065082,,,7968b7f43be36bb229a003f18d040b1b
parent,1724542,,,,,,,0001213900-22-065082,,,7968b7f43be36bb229a003f18d040b1b
parent,1724542,,,,,,,0001213900-22-065082,,,7968b7f43be36bb229a003f18d040b1b
parent,1724542,,,,,,,0001213900-22-065082,,,7968b7f43be36bb229a003f18d040b1b
parent,1724542,,,,,,,0001213900-22-065082,,,7968b7f43be36bb229a003f18d040b1b
parent,1724542,,,,,,,0001213900-22-065082,,,7968b7f43be36bb229a003f18d040b1b
parent,1724542,,,,,,,0001213900-22-065082,,,7968b7f43be36bb229a003f18d040b1b
parent,1724542,,,,,,,0001213900-22-065082,,,7968b7f43be36bb229a003f18d040b1b
parent,1724542,,,,,,,0001213900-22-065082,,,7968b7f43be36bb229a003f18d040b1b
parent,1724542,,,,,,,0001213900-22-065082,,,7968b7f43be36bb229a003f18d040b1b
parent,1724542,,,,,,,0001213900-22-065082,,,7968b7f43be36bb229a003f18d040b1b
parent,1724542,,,,,,,0001213900-22-065082,,,7968b7f43be36bb229a003f18d040b1b
parent,1724542,,,,,,,0001213900-22-065082,,,7968b7f43be36bb229a003f18d040b1b
parent,1724542,,,,,,,0001213900-22-065082,,,7968b7f43be36bb229a003f18d040b1b
parent,1724542,,,,,,,0001213900-22-065082,,,7968b7f43be36bb229a003f18d040b1b
parent,1724542,,,,,,,0001213900-22-065082,,,7968b7f43be36bb229a003f18d040b1b
parent,1724542,,,,,,,0001213900-22-065082,,,7968b7f43be36bb229a003f18d040b1b
parent,1724542,,,,,,,0001213900-22-065082,,,7968b7f43be36bb229a003f18d040b1b
parent,1724542,,,,,,,0001213900-22-065082,,,7968b7f43be36bb229a003f18d040b1b
parent,1724542,,,,,,,0001213900-22-065082,,,7968b7f43be36bb229a003f18d040b1b
parent,1724542,,,,,,,0001213900-22-065082,,,7968b7f43be36bb229a003f18d040b1b
parent,1724542,,,,,,,0001213900-22-065082,,,7968b7f43be36bb229a003f18d040b1b
parent,1724542,,,,,,,0001213900-22-065082,,,7968b7f43be36bb229a003f18d040b1b
parent,1724542,,,,,,,0001213900-22-065082,,,7968b7f43be36bb229a003f18d040b1b
parent,1724542,,,,,,,0001213900-22-065082,,,7968b7f43be36bb229a003f18d040b1b
parent,1724542,,,,,,,0001213900-22-065082,,,7968b7f43be36bb229a003f18d040b1b
parent,1724542,,,,,,,0001213900-22-065082,,,7968b7f43be36bb229a003f18d040b1b
parent,1724542,,,,,,,0001213900-22-065082,,,7968b7f43be36bb229a003f18d040b1b
parent,1724542,,,,,,,0001213900-22-065082,,,7968b7f43be36bb229a003f18d040b1b
parent,1724542,,,,,,,0001213900-22-065082,,,7968b7f43be36bb229a003f18d040b1b
parent,1724542,,,,,,,0001213900-22-065082,,,7968b7f43be36bb229a003f18d040b1b
parent,1724542,,,,,,,0001213900-22-065082,,,7968b7f43be36bb229a003f18d040b1b
parent,1724542,,,,,,,0001213900-22-065082,,,7968b7f43be36bb229a003f18d040b1b
parent,1724542,,,,,,,0001213900-21-052933,,,7968b7f43be36bb229a003f18d040b1b
parent,1724542,,,,,,,0001213900-21-052933,,,7968b7f43be36bb229a003f18d040b1b
parent,1724542,,,,,,,0001213900-21-052933,,,7968b7f43be36bb229a003f18d040b1b
parent,1724542,,,,,,,0001213900-21-052933,,,7968b7f43be36bb229a003f18d040b1b
parent,1724542,,,,,,,0001213900-21-052933,,,7968b7f43be36bb229a003f18d040b1b
parent,1724542,,,,,,,0001213900-21-052933,,,7968b7f43be36bb229a003f18d040b1b
parent,1724542,,,,,,,0001213900-21-052933,,,7968b7f43be36bb229a003f18d040b1b
parent,1724542,,,,,,,0001213900-21-052933,,,7968b7f43be36bb229a003f18d040b1b
parent,1724542,,,,,,,0001213900-21-052933,,,7968b7f43be36bb229a003f18d040b1b
parent,1724542,,,,,,,0001213900-21-052933,,,7968b7f43be36bb229a003f18d040b1b
parent,1724542,,,,,,,0001213900-21-052933,,,7968b7f43be36bb229a003f18d040b1b
parent,1724542,,,,,,,0001213900-21-052933,,,7968b7f43be36bb229a003f18d040b1b
parent,1724542,,,,,,,0001213900-21-052933,,,7968b7f43be36bb229a003f18d040b1b
parent,1724542,,,,,,,0001213900-21-052933,,,7968b7f43be36bb229a003f18d040b1b
parent,1724542,,,,,,,0001213900-21-052933,,,7968b7f43be36bb229a003f18d040b1b
parent,1724542,,,,,,,0001213900-21-052933,,,7968b7f43be36bb229a003f18d040b1b
parent,1724542,,,,,,,0001213900-21-052933,,,7968b7f43be36bb229a003f18d040b1b
parent,1724542,,,,,,,0001213900-21-052933,,,7968b7f43be36bb229a003f18d040b1b
parent,1724542,,,,,,,0001213900-21-052933,,,7968b7f43be36bb229a003f18d040b1b
parent,1724542,,,,,,,0001213900-21-052933,,,7968b7f43be36bb229a003f18d040b1b
parent,1724542,,,,,,,0001213900-21-052933,,,7968b7f43be36bb229a003f18d040b1b
parent,1724542,,,,,,,0001213900-21-052933,,,7968b7f43be36bb229a003f18d040b1b
parent,1724542,,,,,,,0001213900-21-052933,,,7968b7f43be36bb229a003f18d040b1b
parent,1724542,,,,,,,0001213900-21-052933,,,7968b7f43be36bb229a003f18d040b1b
parent,1724542,,,,,,,0001213900-21-052933,,,7968b7f43be36bb229a003f18d040b1b
parent,1724542,,,,,,,0001213900-21-052933,,,7968b7f43be36bb229a003f18d040b1b
parent,1724542,,,,,,,0001213900-21-052933,,,7968b7f43be36bb229a003f18d040b1b
parent,1724542,,,,,,,0001213900-21-052933,,,7968b7f43be36bb229a003f18d040b1b
parent,1724542,,,,,,,0001213900-21-052933,,,7968b7f43be36bb229a003f18d040b1b
parent,1724542,,,,,,,0001213900-21-052933,,,7968b7f43be36bb229a003f18d040b1b
parent,1724542,,,,,,,0001213900-21-052933,,,7968b7f43be36bb229a003f18d040b1b
parent,1724542,,,,,,,0001213900-21-052933,,,7968b7f43be36bb229a003f18d040b1b
parent,1724542,,,,,,,0001213900-21-052933,,,7968b7f43be36bb229a003f18d040b1b
parent,1724542,,,,,,,0001213900-21-052933,,,7968b7f43be36bb229a003f18d040b1b
parent,1724542,,,,,,,0001213900-21-052933,,,7968b7f43be36bb229a003f18d040b1b
parent,1724542,,,,,,,0001213900-21-052933,,,7968b7f43be36bb229a003f18d040b1b
parent,1724542,,,,,,,0001213900-21-052933,,,7968b7f43be36bb229a003f18d040b1b
parent,1724542,,,,,,,0001213900-21-052933,,,7968b7f43be36bb229a003f18d040b1b
parent,1724542,,,,,,,0001213900-21-052933,,,7968b7f43be36bb229a003f18d040b1b
parent,1724542,,,,,,,0001213900-21-052933,,,7968b7f43be36bb229a003f18d040b1b
parent,1724542,,,,,,,0001213900-20-032817,,,7968b7f43be36bb229a003f18d040b1b
parent,1724542,,,,,,,0001213900-20-032817,,,7968b7f43be36bb229a003f18d040b1b
parent,1724542,,,,,,,0001213900-20-032817,,,7968b7f43be36bb229a003f18d040b1b
parent,1724542,,,,,,,0001213900-20-032817,,,7968b7f43be36bb229a003f18d040b1b
parent,1724542,,,,,,,0001213900-20-032817,,,7968b7f43be36bb229a003f18d040b1b
parent,1724542,,,,,,,0001213900-20-032817,,,7968b7f43be36bb229a003f18d040b1b
parent,1724542,,,,,,,0001213900-20-032817,,,7968b7f43be36bb229a003f18d040b1b
parent,1724542,,,,,,,0001213900-20-032817,,,7968b7f43be36bb229a003f18d040b1b
parent,1724542,,,,,,,0001213900-20-032817,,,7968b7f43be36bb229a003f18d040b1b
parent,1724542,,,,,,,0001213900-20-032817,,,7968b7f43be36bb229a003f18d040b1b
parent,1724542,,,,,,,0001213900-20-032817,,,7968b7f43be36bb229a003f18d040b1b
parent,1724542,,,,,,,0001213900-20-032817,,,7968b7f43be36bb229a003f18d040b1b
parent,1724542,,,,,,,0001213900-20-032817,,,7968b7f43be36bb229a003f18d040b1b
parent,1724542,,,,,,,0001213900-20-032817,,,7968b7f43be36bb229a003f18d040b1b
parent,1724542,,,,,,,0001213900-20-032817,,,7968b7f43be36bb229a003f18d040b1b
parent,1724542,,,,,,,0001213900-20-032817,,,7968b7f43be36bb229a003f18d040b1b
parent,1724542,,,,,,,0001213900-20-032817,,,7968b7f43be36bb229a003f18d040b1b
parent,1724542,,,,,,,0001213900-20-032817,,,7968b7f43be36bb229a003f18d040b1b
parent,1724542,,,,,,,0001213900-20-032817,,,7968b7f43be36bb229a003f18d040b1b
parent,1724542,,,,,,,0001213900-20-032817,,,7968b7f43be36bb229a003f18d040b1b
parent,1724542,,,,,,,0001213900-20-032817,,,7968b7f43be36bb229a003f18d040b1b
parent,1724542,,,,,,,0001213900-20-032817,,,7968b7f43be36bb229a003f18d040b1b
parent,1724542,,,,,,,0001213900-20-032817,,,7968b7f43be36bb229a003f18d040b1b
parent,1724542,,,,,,,0001213900-20-032817,,,7968b7f43be36bb229a003f18d040b1b
parent,1724542,,,,,,,0001213900-20-032817,,,7968b7f43be36bb229a003f18d040b1b
parent,1724542,,,,,,,0001213900-20-032817,,,7968b7f43be36bb229a003f18d040b1b
parent,1724542,,,,,,,0001213900-20-032817,,,7968b7f43be36bb229a003f18d040b1b
parent,1724542,,,,,,,0001213900-20-032817,,,7968b7f43be36bb229a003f18d040b1b
parent,1724542,,,,,,,0001213900-20-032817,,,7968b7f43be36bb229a003f18d040b1b
parent,1724542,,,,,,,0001213900-20-032817,,,7968b7f43be36bb229a003f18d040b1b
parent,1724542,,,,,,,0001213900-20-032817,,,7968b7f43be36bb229a003f18d040b1b
parent,1785566,,,,,,,0001213900-23-038650,,,91c4dd4876b4cdbfc8fbdb2d5ee107e2
parent,1785566,,,,,,,0001213900-23-038650,,,91c4dd4876b4cdbfc8fbdb2d5ee107e2
parent,1785566,,,,,,,0001213900-23-038650,,,91c4dd4876b4cdbfc8fbdb2d5ee107e2
parent,1785566,,,,,,,0001213900-23-038650,,,91c4dd4876b4cdbfc8fbdb2d5ee107e2
parent,1785566,,,,,,,0001213900-23-038650,,,91c4dd4876b4cdbfc8fbdb2d5ee107e2
parent,1785566,,,,,,,0001213900-22-024615,,,91c4dd4876b4cdbfc8fbdb2d5ee107e2
parent,1785566,,,,,,,0001213900-22-024615,,,91c4dd4876b4cdbfc8fbdb2d5ee107e2
parent,1785566,,,,,,,0001213900-22-024615,,,91c4dd4876b4cdbfc8fbdb2d5ee107e2
parent,1785566,,,,,,,0001213900-22-024615,,,91c4dd4876b4cdbfc8fbdb2d5ee107e2
parent,1785566,,,,,,,0001213900-22-024615,,,91c4dd4876b4cdbfc8fbdb2d5ee107e2
parent,1785566,,,,,,,0001213900-22-024615,,,91c4dd4876b4cdbfc8fbdb2d5ee107e2
parent,1785566,,,,,,,0001213900-22-024615,,,91c4dd4876b4cdbfc8fbdb2d5ee107e2
parent,1785566,,,,,,,0001213900-22-024615,,,91c4dd4876b4cdbfc8fbdb2d5ee107e2
parent,1785566,,,,,,,0001213900-22-024615,,,91c4dd4876b4cdbfc8fbdb2d5ee107e2
parent,1785566,,,,,,,0001213900-22-024615,,,91c4dd4876b4cdbfc8fbdb2d5ee107e2
parent,1785566,,,,,,,0001213900-22-024615,,,91c4dd4876b4cdbfc8fbdb2d5ee107e2
parent,1785566,,,,,,,0001213900-22-024615,,,91c4dd4876b4cdbfc8fbdb2d5ee107e2
parent,1785566,,,,,,,0001213900-22-024615,,,91c4dd4876b4cdbfc8fbdb2d5ee107e2
parent,1785566,,,,,,,0001213900-22-024615,,,91c4dd4876b4cdbfc8fbdb2d5ee107e2
parent,1785566,,,,,,,0001213900-22-024615,,,91c4dd4876b4cdbfc8fbdb2d5ee107e2
parent,1785566,,,,,,,0001213900-22-024615,,,91c4dd4876b4cdbfc8fbdb2d5ee107e2
parent,1687277,,,,,,,0001213900-21-026496,,,98797fda91bf69674b9983b89f96a6cc
parent,1687277,,,,,,,0001213900-21-026496,,,98797fda91bf69674b9983b89f96a6cc
parent,1687277,,,,,,,0001213900-21-026496,,,98797fda91bf69674b9983b89f96a6cc
parent,1687277,,,,,,,0001213900-21-026496,,,98797fda91bf69674b9983b89f96a6cc
parent,1687277,,,,,,,0001213900-21-026496,,,98797fda91bf69674b9983b89f96a6cc
parent,1687277,,,,,,,0001213900-21-026496,,,98797fda91bf69674b9983b89f96a6cc
parent,1687277,,,,,,,0001213900-21-026496,,,98797fda91bf69674b9983b89f96a6cc
parent,1687277,,,,,,,0001213900-21-026496,,,98797fda91bf69674b9983b89f96a6cc
parent,1687277,,,,,,,0001213900-21-026496,,,98797fda91bf69674b9983b89f96a6cc
parent,1687277,,,,,,,0001213900-21-026496,,,98797fda91bf69674b9983b89f96a6cc
parent,1687277,,,,,,,0001213900-21-026496,,,98797fda91bf69674b9983b89f96a6cc
parent,1687277,,,,,,,0001213900-21-026496,,,98797fda91bf69674b9983b89f96a6cc
parent,1687277,,,,,,,0001213900-21-026496,,,98797fda91bf69674b9983b89f96a6cc
parent,1687277,,,,,,,0001213900-21-026496,,,98797fda91bf69674b9983b89f96a6cc
parent,1687277,,,,,,,0001213900-21-026496,,,98797fda91bf69674b9983b89f96a6cc
parent,1687277,,,,,,,0001213900-21-026496,,,98797fda91bf69674b9983b89f96a6cc
parent,1684425,,,,,,,0001213900-25-035775,,,ab48f6152b56ccbc4f64c492795b26bf
parent,1684425,,,,,,,0001213900-25-035775,,,ab48f6152b56ccbc4f64c492795b26bf
parent,1684425,,,,,,,0001213900-25-035775,,,ab48f6152b56ccbc4f64c492795b26bf
parent,1684425,,,,,,,0001213900-25-035775,,,ab48f6152b56ccbc4f64c492795b26bf
parent,1684425,,,,,,,0001213900-25-035775,,,ab48f6152b56ccbc4f64c492795b26bf
parent,1684425,,,,,,,0001213900-25-035775,,,ab48f6152b56ccbc4f64c492795b26bf
parent,1684425,,,,,,,0001213900-25-035775,,,ab48f6152b56ccbc4f64c492795b26bf
parent,1684425,,,,,,,0001213900-25-035775,,,ab48f6152b56ccbc4f64c492795b26bf
parent,1684425,,,,,,,0001213900-25-035775,,,ab48f6152b56ccbc4f64c492795b26bf
parent,1684425,,,,,,,0001213900-25-035775,,,ab48f6152b56ccbc4f64c492795b26bf
